Ticket ID,Customer Name,Product Purchased,Ticket Type,Ticket Subject,Ticket Description,Customer Satisfaction Rating
12450,Customer,AirAsiaSupport,Support inquiry,@AirAsiaSupport Oh...... so you have changed for me? Confuse,"CONVERSATION HISTORY:
Customer: @AirAsiaSupport - I would like to get quote on change to booking ref IJUG2D. Can u help?
Agent: @118484 Dear Ian, there are no charges since the booking has been rescheduled. Please provide us your preferred time and date . Refer&gt;
Customer: @AirAsiaSupport Departure date and time remain same
Agent: @118484 May we know did you mean you want to depart at 22nd Nov?  Thanks-Emir
Customer: @AirAsiaSupport No. Departure from HCM should be on Friday 24 Nov
Agent: @118484 &gt;&gt;to applicable fees. Thanks. -Floi

CURRENT MESSAGE:
@AirAsiaSupport Oh...... so you have changed for me? Confused now but assume so. Please send updated schedule with HCM departure now on 24 Nov. Thanks",
12459,Customer,AskAmex,Support inquiry,@AskAmex I have already called twice with no explanation. Th,"CONVERSATION HISTORY:
Customer: @AskAmex new delta biz plat card canceled with no explanation after 1 week of use. Never happens with chase, ever.
Agent: @118486 Hi Brian. For immediate assistance, pls contact us at the Customer Service number on the back of your Card. Thank you. ^B

CURRENT MESSAGE:
@AskAmex I have already called twice with no explanation. They say I canceled, someone took over acct, or something missing. Again, never @116016",
12467,Customer,CenturyLinkHelp,Support inquiry,@CenturyLinkHelp No it really started working as soon as you,"CONVERSATION HISTORY:
Customer: Life sucks without Netflix... thanks @116072
Agent: @118487 I apologize for the lack of internet. If you'd like to DM with your account number, I can take a look for you. -Scott
Customer: @CenturyLinkHelp Scott you fixed it. You saved the day!
Agent: @118487 Unless...that was sarcasm... -Scott

CURRENT MESSAGE:
@CenturyLinkHelp No it really started working as soon as you tweeted me.",
12496,Customer,AmazonHelp,Support inquiry,@AmazonHelp Thanks.,"CONVERSATION HISTORY:
Customer: @115821 WTF MAN. YALL LET SOME RANDO CHANGE MY EMAIL TO MY ACCOUNT AND NOW I CANT LOG IN. FIX IT!!!!!
Agent: @118498 I'm so sorry about that, Alexis. When you can, please reach us here so we can better assist: https://t.co/hApLpMlfHN ^BL
Customer: @AmazonHelp I already emailed y’all.
Agent: @118498 I'm sorry about the link. For a faster response, contact us by phone here: https://t.co/jzvkhdlrK5 without signing in. ^BE
Customer: @AmazonHelp Is that a 24 hr line
Agent: @118498 Yes. Our main customer service line is open 24 hours a day. ^LJ

CURRENT MESSAGE:
@AmazonHelp Thanks.",
12505,Customer,AmazonHelp,Support inquiry,@AmazonHelp Nah. Just answer my question please.,"CONVERSATION HISTORY:
Customer: @AmazonHelp How do I disable notifications indicated by the bell icon in upper left corner of iOS Kindle app?
Agent: @118501 We'd like to help in real-time! When you have a free moment, please reach out to us here: https://t.co/hApLpMlfHN ^HM

CURRENT MESSAGE:
@AmazonHelp Nah. Just answer my question please.",
12549,Customer,AmazonHelp,Support inquiry,@AmazonHelp Ur customer care is disconnecting my call by say,"CONVERSATION HISTORY:
Customer: Changed your mind about something you bought? Have no fear. Replace products with ease on Amazon. https://t.co/mESIpKkCpK
Customer: @115850 Please do not purchase anything from Amazon ad we are filling case in consumer court for such unfair practices. Amazon.in please respond
Customer: @115850 Please revert whether you would be able to recalculate the gesture amount, revert at the earliest to settle this out of court for all mishap
Agent: @118505 We're working on your concern. We'll reach out to you soon and update. ^RI
Customer: @AmazonHelp Can you please update over this quickly
Agent: @118505 We've sent a correspondence to your registered email address, request you to check the same. ^SH
Customer: @AmazonHelp Message from Rahul from Social Media team.
Upon checking your order I see that issue is being handled by Executive Customer Relations team.
Agent: @118505 As requested, please respond on the requested email and our specialist team will reach out to you. ^HK
Customer: @AmazonHelp I have replied dozen of times first check then reply. So silly
Agent: @118505 Thanks for writing back to us. Our specialist team will contact you with an update on your issue soon. Please wait. ^ZH
Customer: @AmazonHelp @118505 You people cheaters mentally harass innocent customers you be pulled to cyber crime cell trying to get bank details blocking cod
Customer: @118506 @AmazonHelp Amazon has lost its credibility by buying cheap products from other portals like ebay and selling over their platform. Really cheap
Agent: @118505 you with an update at the earliest. (2/2)^AU
Customer: @AmazonHelp Please reply with necessary resolution...
Agent: @118505 email ID. Kindly check it here: https://t.co/8DAc10S7ww. 2/2 ^RS
Customer: @AmazonHelp Nobody has called till now, why are you sending fake replies
Agent: @118505 Sorry for the stretch. Please reply to the email you've received from our Social media team and we'll get back. ^KA
Customer: @AmazonHelp I have replied to it many and still have not received any response, sending you a legal notification for closing this fraud business
Agent: @118505 Sorry for the trouble you've had. Kindly reply to the email you've received from our team &amp; we'll look into this further.^MM
Customer: @AmazonHelp I have checked all my mails and had received your last mail on 29th stating you will receive an update in next 24 hrs. No revert received
Agent: @118505 I do understand, however, please revert to the same email so that we can get this sorted. ^HN
Customer: @AmazonHelp I have replied Sir, try and understand the gratitude of this event. You are exposing yourself in bad light
Agent: @118505 Apologies, thank you for replying to the email. We'll get back on this soon. Appreciate your patience. ^BS
Customer: @AmazonHelp 24 hrs tat was given on written mail on 29th Oct to receive a call but no response since last 60 hrs.Hence we say quality of Amazon has gone
Agent: @118505 If you had replied to the email, you must've received a correspondence from us, Darshan. Please check. ^HD
Customer: @AmazonHelp Uff, I am continuously trying to tell you that I have already replied and a 24 hr tat for receiving call was given which​ U have failed on
Agent: @118505 If you've already replied to the email sent by our team. I'm sure our team will reach out to you soon with an update. ^VM
Customer: @AmazonHelp Rather than wasting time here can you please check with your team &amp; confirm whether they have responded. Use basic communication skills Sir
Agent: @118505 We're currently working on your issue, we'll contact you soon. Keep an eye on your mailbox. ^ZH

CURRENT MESSAGE:
@AmazonHelp Ur customer care is disconnecting my call by saying that we would not be able to give you any further I sight over this issue.Please explain",
12569,Customer,AppleSupport,Support inquiry,@AppleSupport 11,"CONVERSATION HISTORY:
Customer: @115858 what’s up with my “I️” being replaced with some bs in my messages? Makes me want to throw the whole phone away.
Agent: @118508 Let us help you get this sorted out. Can you tell us which iOS version you are currently using please?

CURRENT MESSAGE:
@AppleSupport 11",
12577,Customer,AppleSupport,Support inquiry,@AppleSupport If I️ type letter “eye” it does this. I️,"CONVERSATION HISTORY:
Customer: Please, @115858, fix the keyboard bug that changes letter “I️” to other characters
Agent: @118510 We'd love to help! Which version of iOS are you using? Which keyboards do you have installed?

CURRENT MESSAGE:
@AppleSupport If I️ type letter “eye” it does this. I️",
12581,Customer,AppleSupport,Support inquiry,@AppleSupport 11.0,"CONVERSATION HISTORY:
Customer: @AppleSupport why does I️ keep showing up as symbols?
Agent: @118511 We'd like to see what we can do to assist. What iOS version are you running?

CURRENT MESSAGE:
@AppleSupport 11.0",
12594,Customer,AppleSupport,Support inquiry,@AppleSupport iPhone 7 Plus,"CONVERSATION HISTORY:
Customer: @115858 what in the world is this: A ? When I️ type I...you messing with my money 🙄😒 can’t send any emails from my phone!
Customer: @115858 @115858 you see?!!!!! I️ &lt;—- that’s a bug...please fix 😒
Agent: @118515 Thanks for contacting. We understand wanting your device to work correctly. Could you please tell us which iOS version you're on?

CURRENT MESSAGE:
@AppleSupport iPhone 7 Plus",
12599,Customer,AppleSupport,Support inquiry,@AppleSupport Here is the problem https://t.co/tLi3hxIfJI,"CONVERSATION HISTORY:
Customer: @115858 @AppleSupport APPLE WHY IS MY “I️’s” coming out as question marked boxes &amp; pounds ?! Fix it jeezus
Agent: @118517 Hi. We are here to help. What version of iOS do you have?

CURRENT MESSAGE:
@AppleSupport Here is the problem https://t.co/tLi3hxIfJI",
12608,Customer,AppleSupport,Support inquiry,@AppleSupport Yayz 11.1 and just 2 English and emoji,"CONVERSATION HISTORY:
Customer: Eye can’t type the letter eye without it changing to a?  @AppleSupport ... yes I️ reset the keyboard https://t.co/tfr6EIPPPX
Agent: @118520 We'd love to help! Which version of iOS are you currently updated to? What Keyboards do you have installed?

CURRENT MESSAGE:
@AppleSupport Yayz 11.1 and just 2 English and emoji",
12612,Customer,AppleSupport,Support inquiry,@AppleSupport thanks! the 11.0.3 that came out the other day,"CONVERSATION HISTORY:
Customer: @115858 @AppleSupport sooooooo any plans to fix all these bugs from the software updates for the iPhone 7??
Agent: @118521 We're here to help. What iOS version are you on?

CURRENT MESSAGE:
@AppleSupport thanks! the 11.0.3 that came out the other day",
12621,Customer,Uber_Support,Support inquiry,@Uber_Support I did but can you provide the items I asked ab,"CONVERSATION HISTORY:
Customer: @Uber_Support  can you guys make the list of things that stop you from becoming a driver public? It's  suspect that it can't be found simply
Agent: @118525 We're here to help! Please write in at https://t.co/FF2YGTGjuA and we'll be happy to look into it for you!

CURRENT MESSAGE:
@Uber_Support I did but can you provide the items I asked about? The document spelling out what you can't have is not able to readily found.",
12637,Customer,Tesco,Support inquiry,@Tesco I’ve binned all of the packaging now!,"CONVERSATION HISTORY:
Customer: Thank you @Tesco for the half a tin of dog food! 😳 https://t.co/0JNQlfdAna
Customer: @Tesco I think someone forgot the gravy!!
Agent: @118530 Lastly, are you happy for me to pass your details on to our supplier in case they wish to contact you?

TY - Brian

3/3

CURRENT MESSAGE:
@Tesco I’ve binned all of the packaging now!",
12642,Customer,Tesco,Support inquiry,"@Tesco Ps, she still enjoyed having her groceries delivered!","CONVERSATION HISTORY:
Customer: @Tesco, mums 1st online grocery shop:wanted frozen carrots, but got frozen broccoli &amp; cauliflower instead! Not even close but we did giggle😂
Agent: @118531 That is 100% not right Kaz, if you DM me the full name, address &amp; email address on the account I will have it refunded for you :) TY - Mike

CURRENT MESSAGE:
@Tesco Ps, she still enjoyed having her groceries delivered! Excellent service indeed! Cheers!",
12650,Customer,comcastcares,Support inquiry,@comcastcares Thanks anyways.  Just fixed it!   Got it worki,"CONVERSATION HISTORY:
Customer: @ComcastCares
#mobile_Care. My remote suddenly doesn’t work.  I changed the batteries with new ones and still not working
Agent: @118534 I see that you've recently posted about your Comcast remote, DM your account # so I can look into this &amp; speak privately. ~DB

CURRENT MESSAGE:
@comcastcares Thanks anyways.  Just fixed it!   Got it working.",
12656,Customer,comcastcares,Support inquiry,@comcastcares __credit_card__,"CONVERSATION HISTORY:
Customer: @ComcastCares
#mobile_Care you m having issues with my service
Agent: @118536 I see that you've recently posted about your Comcast services, DM your account # so I can look into this &amp; speak privately. ~DB

CURRENT MESSAGE:
@comcastcares __credit_card__",
